"53",0,0,0,0,3,1,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,4,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"54",0,0,0,0,0,0,0,0,1,2,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"55",2,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,9,3,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0
"56",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1,0
"58",0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,3,5,0,3,0,0,15,0,1,0,2,0,0,2,0,1,0,0,0,0,0,1
"60",1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"61",4,0,0,0,0,0,0,0,16,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,1,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,0,2,0,0,0,0,0,0
"63",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,2,4,0,0,0,0,0,3,0,2,0,1,12,4,3,0,1,0,0,0,0,0,1
"65",0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,1,0,3,0,2,0,2,0,1,0,0,2,0,4,0,2,0,0,2,0,0,0,0,0,0,0,2
"66",0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,2,3,3,0,0,0,0,2,0,2,0,2,0,2,3,0,0,0,0,0,0,0,19
"67",3,0,0,0,0,0,0,0,4,3,0,2,1,0,0,0,0,3,0,0,8,0,3,2,3,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,10,5,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,5,0,0,1,0,1,3,1,0,0,2,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0
"72",0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,2,0,0,7,0,4,3,0,0,2,0,0,3,0,3,0,1,1,1,3,0,1,0,0,0,0,0,3
"73",1,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,3,0,0,0,0
"74",1,0,0,0,0,0,0,0,4,2,0,2,3,0,0,0,1,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,3,0,4,0,0
"76",0,2,0,0,0,0,0,0,2,9,0,0,4,0,0,0,0,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"79",0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"82",4,0,0,0,0,0,0,0,3,7,0,0,2,0,0,0,0,15,0,0,0,0,3,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0
"83",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"104",3,0,0,0,0,0,0,0,5,3,0,1,1,0,0,0,0,1,0,0,8,0,2,4,2,0,0,27,0,3,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,0,4,5,0
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,0,2,0,0,0,1,0,0,3,0,1,3,3,0,0,0,0,1,0,9,0,0,1,2,1,0,0,0,0,0,0,0,1
"106",2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"107",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"110",0,0,2,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"112",2,0,1,0,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,0,0,3,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,4,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"115",0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"119",0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,12,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,2,1,0,0,0,0,5,0,1,0,2,0,0,2,0,1,0,0,0,0,0,2
"124",0,0,0,0,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,1,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1
"125",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0
"126",0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,10,0,0,6,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"128",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0
"129",1,10,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2,19,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
